emp_id,emp_name,gender,age,dept_id,dept_name,salary,bonus,hire_date,experience_years,performance_rating,is_promoted
755,Vivek Sharma,Male,21,103,Finance,134487,18230.45,2018-10-10,1,2,1
756,Kavya Gupta,Female,60,105,Marketing,91034,6288.52,2015-11-16,4,5,1
757,Sneha Iyer,Female,35,101,IT,128838,23302.46,2015-08-24,12,3,0
758,Rahul Verma,Male,54,105,Marketing,42424,8083.43,2024-09-07,7,5,1
759,Nisha Mehta,Male,42,104,Sales,47784,5926.81,2019-05-29,10,1,0
760,Sanjay Verma,Female,59,106,Operations,80456,10015.93,2014-12-02,2,1,0
761,Nisha Gupta,Female,51,103,Finance,89852,5195.34,2024-12-07,24,1,1
762,Deepak Patel,Female,48,105,Marketing,115694,21716.95,2023-11-30,6,3,0
763,Neha Verma,Male,35,104,Sales,114455,6695.41,2015-11-03,7,1,1
764,Anjali Nair,Male,41,103,Finance,92013,5654.81,2015-11-05,15,1,0
765,Manish Gupta,Male,49,106,Operations,114054,7488.41,2025-05-31,10,5,1
766,Imran Chopra,Female,26,102,HR,38987,2159.11,2017-04-21,0,3,0
767,Deepak Bose,Female,28,101,IT,115392,10600.36,2015-06-18,4,1,1
768,Manish Mehta,Female,45,104,Sales,89719,11774.04,2014-10-28,1,3,1
769,Arjun Das,Female,58,102,HR,31792,6131.76,2022-10-29,3,1,1
770,Rakesh Bose,Female,57,106,Operations,94976,8747.77,2014-06-18,15,2,1
771,Rohit Kapoor,Female,42,105,Marketing,82408,5656.98,2014-05-26,8,5,1
772,Amit Rao,Female,50,101,IT,107659,11981.55,2019-01-03,27,5,0
773,Amit Das,Male,49,102,HR,80199,14490.83,2017-06-01,20,2,0
774,Neha Iyer,Male,32,106,Operations,50499,9733.96,2015-06-27,11,2,1
775,Amit Mehta,Female,55,106,Operations,55155,3398.52,2025-08-01,28,1,0
776,Meera Gupta,Female,25,106,Operations,87800,16208.66,2023-04-11,2,3,1
777,Manish Nair,Male,31,103,Finance,79669,12537.13,2025-07-30,3,3,1
778,Vivek Reddy,Male,30,104,Sales,50133,6559.66,2023-07-01,9,5,0
779,Kavya Sharma,Female,54,105,Marketing,110398,9343.38,2022-03-29,21,2,1
780,Swati Iyer,Male,49,106,Operations,91135,13487.93,2022-03-31,16,1,0
781,Divya Khan,Male,57,107,Admin,73640,12473.02,2019-12-17,8,5,1
782,Meera Iyer,Male,47,104,Sales,104775,7137.1,2017-11-11,14,1,1
783,Rakesh Chopra,Male,29,107,Admin,38675,7179.59,2022-10-29,8,5,1
784,Karan Reddy,Male,39,101,IT,94146,18121.96,2022-01-30,1,1,1
785,Nisha Bose,Female,39,107,Admin,63382,8812.19,2014-04-18,2,2,1
786,Varun Bose,Female,41,104,Sales,117080,6702.03,2021-10-09,9,4,1
787,Rahul Das,Female,41,107,Admin,64022,4156.31,2021-03-04,8,5,1
788,Anjali Iyer,Female,38,104,Sales,77811,5536.29,2020-05-15,3,2,0
789,Rakesh Rao,Male,59,101,IT,175810,16222.98,2018-09-05,1,3,1
790,Swati Bose,Male,50,103,Finance,153880,27648.45,2016-01-26,15,3,1
791,Swati Iyer,Female,26,106,Operations,65542,9476.95,2024-04-16,2,3,0
792,Deepak Das,Male,48,101,IT,172207,14962.56,2014-04-20,26,1,1
793,Neha Singh,Female,51,102,HR,83337,14881.78,2025-09-13,12,1,0
794,Arjun Khan,Male,52,105,Marketing,40087,5798.74,2022-08-26,16,5,0
795,Nisha Gupta,Female,54,106,Operations,108577,14279.18,2022-02-17,25,5,1
796,Sneha Kapoor,Male,39,104,Sales,72426,7397.36,2016-09-01,14,3,1
797,Deepak Patel,Female,52,105,Marketing,73132,9824.45,2015-06-27,13,4,1
798,Amit Das,Female,46,107,Admin,61818,8990.81,2021-09-28,23,2,0
799,Rahul Bose,Female,35,105,Marketing,116957,22519.11,2014-07-27,10,2,0
800,Pooja Verma,Female,43,107,Admin,43792,8661.3,2018-07-28,11,5,1
801,Deepak Kapoor,Female,31,103,Finance,88261,11052.47,2016-06-02,0,5,1
802,Priya Rao,Female,40,101,IT,80147,5584.56,2023-02-09,3,4,1
803,Rohit Verma,Male,53,106,Operations,46932,3714.32,2022-11-23,9,1,1
804,Meera Khan,Male,40,103,Finance,73065,6089.09,2016-03-17,9,4,1
805,Rakesh Joshi,Female,39,106,Operations,110147,12979.78,2016-07-20,12,3,0
806,Pooja Kapoor,Female,44,104,Sales,80712,6549.96,2017-12-01,2,1,1
807,Simran Kapoor,Male,30,104,Sales,108603,10503.89,2023-05-11,7,3,1
808,Karan Sharma,Female,57,105,Marketing,62423,12105.15,2021-02-21,34,4,0
809,Meera Bose,Female,53,105,Marketing,48768,7975.18,2016-12-22,4,4,0
810,Kavya Iyer,Male,33,104,Sales,95598,6785.53,2025-01-18,12,5,1
811,Pooja Mehta,Female,28,104,Sales,75534,5380.11,2017-11-04,5,5,0
812,Aditya Gupta,Female,51,104,Sales,134388,15111.32,2021-03-31,30,1,0
813,Manish Verma,Male,40,106,Operations,105108,14627.69,2024-08-19,3,1,0
814,Sanjay Kapoor,Female,21,102,HR,48624,2996.28,2018-08-31,1,3,0
815,Sneha Singh,Female,32,103,Finance,76607,14938.28,2020-05-04,5,5,1
816,Vivek Rao,Male,35,102,HR,82648,15239.71,2015-11-13,0,3,0
817,Karan Bose,Female,51,103,Finance,159615,16480.05,2024-10-05,24,4,1
818,Kavya Verma,Male,31,106,Operations,118464,15836.95,2016-10-26,7,3,1
819,Nisha Gupta,Male,22,107,Admin,44010,4725.29,2018-05-28,2,5,0
820,Swati Mehta,Male,49,103,Finance,60735,7617.32,2019-10-24,29,3,0
821,Aditya Joshi,Male,38,106,Operations,80936,14526.22,2014-10-21,1,5,1
822,Aditya Bose,Female,32,104,Sales,138380,21565.96,2017-07-22,5,1,0
823,Karan Verma,Female,28,101,IT,108114,10800.56,2014-06-30,4,2,1
824,Deepak Rao,Female,54,101,IT,173279,10846.45,2020-02-07,32,2,1
825,Priya Joshi,Male,53,104,Sales,40422,4848.13,2021-10-12,22,1,0
826,Simran Bose,Male,28,101,IT,73920,6107.93,2014-05-10,0,2,1
827,Divya Verma,Male,40,107,Admin,33495,3076.33,2018-02-11,12,3,1
828,Imran Kapoor,Male,38,102,HR,49328,5047.68,2022-04-11,15,3,1
829,Nisha Rao,Male,58,104,Sales,67611,10476.19,2021-10-18,18,2,1
830,Rohit Singh,Female,34,104,Sales,107768,11406.43,2021-05-13,2,4,1
831,Varun Sharma,Female,27,106,Operations,107324,20066.62,2018-04-26,5,1,1
832,Anjali Bose,Male,22,104,Sales,117801,10353.08,2019-08-02,1,4,1
833,Aditya Das,Female,46,103,Finance,90710,12605.19,2023-02-09,24,3,0
834,Kavya Rao,Female,59,106,Operations,62025,5978.65,2016-02-24,21,1,0
835,Sanjay Bose,Female,31,104,Sales,66267,11839.55,2019-06-02,1,2,1
836,Rohit Kapoor,Male,56,107,Admin,36547,5658.1,2022-12-17,30,5,1
837,Varun Reddy,Female,36,107,Admin,56206,7843.03,2023-08-24,10,3,0
838,Sanjay Chopra,Male,35,105,Marketing,82484,15440.01,2023-01-19,0,5,0
839,Karan Chopra,Male,23,102,HR,58534,6322.98,2021-02-05,1,3,1
840,Priya Joshi,Female,32,102,HR,74717,12741.68,2023-03-12,10,1,0
841,Anjali Das,Male,57,105,Marketing,98719,8765.99,2023-08-27,3,3,0
842,Aditya Bose,Female,51,106,Operations,68440,3493.42,2017-06-29,24,1,1
843,Vivek Bose,Female,24,104,Sales,104175,11860.88,2019-10-13,4,3,1
844,Arjun Joshi,Male,39,103,Finance,118559,18944.03,2022-02-18,19,1,1
845,Neha Rao,Male,55,101,IT,66522,12493.91,2019-08-06,22,4,1
846,Priya Verma,Female,44,101,IT,69234,13093.26,2021-09-12,23,1,1
847,Imran Reddy,Male,32,106,Operations,101811,20284.6,2019-12-22,12,2,0
848,Deepak Sharma,Female,57,104,Sales,76016,14174.09,2023-01-23,2,5,1
849,Amit Mehta,Female,34,101,IT,152504,12688.11,2016-04-19,9,3,0
850,Deepak Das,Male,25,105,Marketing,95377,12515.24,2021-06-30,5,5,1
851,Rakesh Mehta,Female,42,103,Finance,118246,10447.49,2022-11-14,17,2,0
852,Varun Verma,Female,56,103,Finance,158043,8603.02,2024-08-08,20,4,0
853,Aditya Gupta,Female,47,107,Admin,54594,7701.48,2022-08-11,17,2,0
854,Sneha Reddy,Male,34,101,IT,124808,23098.07,2023-07-02,5,2,1
855,Meera Gupta,Male,41,105,Marketing,87948,6468.15,2024-03-14,14,3,0
856,Pooja Nair,Male,55,107,Admin,55123,4317.85,2023-04-29,26,4,0
857,Aditya Kapoor,Male,60,105,Marketing,88578,11993.1,2017-11-08,39,2,1
858,Varun Verma,Female,22,106,Operations,112021,17750.74,2022-05-26,0,4,0
859,Anjali Chopra,Male,41,102,HR,34247,6796.56,2024-01-27,7,5,0
860,Divya Iyer,Female,31,102,HR,77320,12947.73,2015-09-13,7,4,1
861,Deepak Iyer,Male,49,104,Sales,78399,8960.09,2023-12-28,12,5,0
862,Sneha Patel,Female,58,107,Admin,73026,12365.71,2019-07-29,21,2,0
863,Amit Iyer,Female,25,104,Sales,138632,23304.88,2021-07-15,2,4,1
864,Simran Joshi,Male,29,102,HR,48902,6608.91,2017-09-02,4,3,1
865,Manish Bose,Female,30,106,Operations,83316,14800.08,2014-10-01,4,2,1
866,Karan Mehta,Female,44,106,Operations,126062,12246.22,2025-05-11,11,2,1
867,Pooja Chopra,Male,54,104,Sales,41865,3035.77,2019-02-25,19,2,0
868,Nisha Singh,Female,52,104,Sales,41599,4566.48,2014-11-10,12,3,0
869,Meera Verma,Female,56,105,Marketing,42336,3742.96,2019-08-11,33,2,0
870,Deepak Kapoor,Male,50,102,HR,69920,8976.59,2017-02-03,6,1,0
871,Vivek Kapoor,Male,58,107,Admin,50896,3433.49,2024-11-06,4,2,0
872,Manish Singh,Male,55,105,Marketing,109623,18264.22,2024-01-19,27,1,0
873,Simran Bose,Male,37,107,Admin,51537,4770.44,2025-08-27,16,4,1
874,Amit Kapoor,Female,38,106,Operations,59610,5834.69,2014-04-08,5,4,1
875,Manish Rao,Male,25,107,Admin,71804,5675.34,2018-03-21,5,5,0
876,Neha Singh,Female,53,103,Finance,129520,12766.11,2017-08-03,13,5,0
877,Pooja Rao,Male,60,106,Operations,99645,12036.84,2020-01-07,17,2,1
878,Sanjay Patel,Female,42,106,Operations,85372,4341.24,2023-06-24,18,4,1
879,Priya Khan,Female,29,104,Sales,132319,7085.93,2022-07-01,4,3,1
880,Pooja Das,Male,34,105,Marketing,44755,8629.07,2024-08-29,5,4,0
881,Varun Reddy,Female,36,103,Finance,136823,15832.97,2022-05-29,10,3,1
882,Sneha Chopra,Male,25,103,Finance,156003,20947.37,2018-08-10,2,5,1
883,Neha Das,Female,56,105,Marketing,53411,8657.44,2024-02-14,20,3,0
884,Anjali Das,Female,35,104,Sales,128823,18851.45,2016-10-17,0,2,1
885,Pooja Chopra,Male,54,101,IT,169666,15676.62,2025-02-26,32,3,1
886,Nisha Verma,Male,57,101,IT,177693,28925.95,2018-05-27,36,4,1
887,Amit Bose,Female,30,106,Operations,89539,9868.98,2014-08-08,8,4,1
888,Arjun Reddy,Male,21,102,HR,57993,8585.39,2024-05-21,1,5,0
889,Simran Gupta,Male,33,107,Admin,64958,8510.24,2016-12-23,9,1,0
890,Meera Das,Male,34,102,HR,40701,2786.66,2023-12-25,0,2,1
891,Arjun Bose,Male,45,101,IT,108564,13679.66,2018-01-18,3,1,0
892,Anjali Singh,Male,52,106,Operations,70032,8522.67,2022-03-11,5,5,0
893,Divya Mehta,Male,45,107,Admin,34279,6854.29,2019-04-07,13,3,0
894,Nisha Reddy,Female,22,103,Finance,102371,13082.33,2016-12-28,2,1,0
895,Deepak Chopra,Male,24,105,Marketing,73415,5569.48,2023-07-11,3,2,0
896,Swati Rao,Female,28,107,Admin,70980,3852.21,2021-04-28,5,3,0
897,Meera Mehta,Female,23,106,Operations,94418,4932.47,2016-05-14,1,2,0
898,Rohit Khan,Male,28,104,Sales,97726,11768.46,2024-10-20,0,3,1
899,Karan Das,Female,60,106,Operations,70727,12081.38,2017-01-12,14,5,0
900,Neha Verma,Male,46,103,Finance,73792,11553.54,2021-06-29,23,3,1
901,Varun Joshi,Male,41,104,Sales,115938,6045.96,2018-03-17,1,2,0
902,Neha Rao,Female,41,101,IT,124984,14745.49,2018-12-09,12,4,1
903,Rakesh Bose,Male,38,106,Operations,78460,11728.77,2024-05-10,15,5,1
904,Kavya Joshi,Male,44,104,Sales,56544,3898.42,2020-10-02,3,1,1
905,Rahul Bose,Female,56,101,IT,176653,14097.19,2014-06-30,9,2,1
906,Kavya Patel,Male,55,103,Finance,150923,26635.77,2019-03-13,6,2,0
907,Rakesh Khan,Male,38,101,IT,175705,27802.18,2017-03-05,14,3,1
908,Arjun Verma,Female,56,106,Operations,53757,6565.87,2017-05-06,26,2,0
909,Neha Reddy,Male,47,104,Sales,85928,13653.69,2016-11-21,4,4,0
910,Vivek Bose,Male,38,107,Admin,64356,5459.14,2024-09-08,3,5,1
911,Rahul Iyer,Female,30,101,IT,165373,18833.77,2024-08-01,4,1,0
912,Deepak Chopra,Female,35,105,Marketing,113518,6640.56,2023-07-31,15,4,0
913,Amit Joshi,Female,53,103,Finance,92931,7732.62,2025-03-22,31,2,1
914,Varun Joshi,Male,52,105,Marketing,114511,15865.67,2016-07-16,24,1,0
915,Simran Iyer,Male,36,103,Finance,152970,27203.41,2023-12-30,1,3,0
916,Pooja Khan,Male,34,105,Marketing,47950,8507.03,2024-05-12,12,1,1
917,Sanjay Gupta,Female,36,103,Finance,66265,10675.67,2021-05-04,5,2,1
918,Anjali Chopra,Male,42,103,Finance,156974,22489.66,2021-02-20,2,4,0
919,Pooja Singh,Female,52,103,Finance,117379,16113.44,2018-05-18,1,1,1
920,Rakesh Rao,Female,60,106,Operations,98036,10104.57,2026-01-26,9,3,0
921,Pooja Iyer,Female,60,105,Marketing,93004,5017.93,2020-04-05,35,2,0
922,Deepak Kapoor,Male,35,104,Sales,59054,10375.17,2024-12-16,0,5,1
923,Rakesh Singh,Female,32,107,Admin,78941,9054.31,2020-01-13,4,3,1
924,Neha Das,Female,25,106,Operations,120885,15751.8,2024-10-16,0,5,0
925,Aditya Kapoor,Female,56,107,Admin,60162,3591.59,2023-11-27,28,4,0
926,Arjun Bose,Male,43,104,Sales,48359,9289.89,2019-10-10,8,5,0
927,Deepak Chopra,Female,29,104,Sales,80609,15472.11,2025-07-07,3,5,0
928,Rakesh Das,Male,60,101,IT,143338,22870.59,2023-05-27,4,5,0
929,Neha Rao,Male,22,106,Operations,56679,9677.21,2022-10-23,1,5,1
930,Deepak Chopra,Male,42,102,HR,50394,5554.13,2019-12-19,2,2,0
931,Sanjay Verma,Female,49,107,Admin,66511,5006.75,2016-04-06,1,3,0
932,Arjun Das,Female,40,101,IT,154862,11965.88,2025-04-18,6,5,0
933,Sanjay Iyer,Male,59,103,Finance,117763,22409.59,2014-12-28,28,1,0
934,Rahul Nair,Male,43,106,Operations,110228,21017.47,2021-09-08,19,2,1
935,Divya Iyer,Male,42,102,HR,39265,6739.29,2024-11-23,11,1,0
936,Kavya Verma,Female,54,105,Marketing,86666,6094.47,2021-04-22,12,3,0
937,Rahul Khan,Female,48,104,Sales,104387,10009.11,2022-11-04,15,5,1
938,Varun Sharma,Male,33,101,IT,90254,11746.0,2015-03-13,10,3,0
939,Rahul Reddy,Male,43,105,Marketing,101633,18964.65,2015-02-15,16,3,0
940,Divya Rao,Male,41,101,IT,143589,11616.99,2022-09-05,0,1,0
941,Rahul Mehta,Male,42,102,HR,55553,7958.78,2019-08-23,4,5,1
942,Imran Nair,Male,38,104,Sales,94216,13565.27,2014-05-10,15,3,1
943,Priya Bose,Male,35,101,IT,133571,25818.95,2019-11-16,10,2,1
944,Rahul Nair,Female,57,103,Finance,75650,9663.06,2016-12-21,31,2,0
945,Manish Chopra,Male,28,102,HR,84597,9789.25,2022-06-10,6,5,0
946,Divya Sharma,Male,34,106,Operations,89741,10706.58,2021-12-22,14,2,0
947,Pooja Reddy,Male,39,105,Marketing,60472,3652.96,2024-01-01,14,1,0
948,Aditya Nair,Male,30,105,Marketing,43536,6905.33,2017-12-06,8,1,1
949,Sanjay Sharma,Male,27,106,Operations,52656,7084.64,2014-11-29,1,2,0
950,Arjun Chopra,Female,39,106,Operations,109298,13320.08,2024-04-29,8,3,0
951,Divya Gupta,Male,30,103,Finance,82852,5932.0,2020-11-05,0,4,1
952,Imran Kapoor,Female,29,107,Admin,60184,7193.65,2022-11-01,7,4,1
953,Meera Reddy,Male,54,102,HR,44218,4696.95,2023-04-12,23,4,1
954,Vivek Reddy,Male,51,101,IT,121149,16083.01,2021-09-11,12,2,0
955,Varun Reddy,Female,32,104,Sales,90589,13242.82,2017-08-13,11,5,0
956,Karan Khan,Female,50,102,HR,78396,12566.69,2026-01-08,29,5,0
957,Varun Iyer,Male,26,101,IT,51136,4915.92,2018-11-24,1,2,0
958,Sanjay Das,Female,51,103,Finance,97976,6639.45,2023-06-08,9,2,1
959,Anjali Chopra,Female,36,101,IT,137014,10353.97,2024-10-25,15,4,0
960,Simran Gupta,Female,58,105,Marketing,109289,8369.93,2015-09-01,5,3,1
961,Varun Reddy,Male,28,107,Admin,76622,4014.48,2025-03-20,1,3,1
962,Anjali Gupta,Female,33,105,Marketing,76755,6867.04,2020-12-30,10,2,1
963,Meera Sharma,Female,50,106,Operations,126811,12098.6,2014-07-21,23,5,0
964,Manish Reddy,Female,23,106,Operations,93076,6501.45,2021-10-17,3,4,1
965,Swati Joshi,Male,52,103,Finance,118965,20335.16,2017-01-01,7,1,0
966,Neha Verma,Male,44,101,IT,70185,5154.15,2015-09-13,0,3,1
967,Nisha Das,Male,60,101,IT,57361,9679.03,2023-10-31,5,1,0
968,Vivek Sharma,Male,45,103,Finance,85249,7946.02,2024-08-23,22,2,0
969,Divya Rao,Male,26,102,HR,42957,3360.52,2015-10-27,5,1,1
970,Neha Rao,Female,58,103,Finance,126408,16380.28,2019-07-10,16,3,1
971,Rahul Rao,Male,24,101,IT,114739,11216.85,2016-02-06,3,1,1
972,Deepak Verma,Female,41,104,Sales,88554,7457.73,2018-05-22,10,5,0
973,Priya Gupta,Female,50,104,Sales,100768,19392.31,2023-07-14,4,4,0
974,Meera Reddy,Male,46,103,Finance,146739,15949.61,2014-06-28,6,1,0
975,Amit Das,Male,22,104,Sales,112001,12872.1,2025-04-25,1,5,0
976,Manish Sharma,Female,27,101,IT,174905,29828.88,2025-03-16,3,5,1
977,Manish Mehta,Female,31,103,Finance,149660,13811.31,2025-12-31,9,2,1
978,Deepak Patel,Female,57,104,Sales,88497,12839.21,2021-02-17,20,2,1
979,Amit Das,Female,33,102,HR,51091,6871.47,2025-01-29,3,2,0
980,Meera Iyer,Female,30,105,Marketing,95645,10371.41,2024-03-15,4,1,0
981,Amit Patel,Female,24,104,Sales,40400,6769.13,2017-05-26,3,5,1
982,Manish Das,Male,33,105,Marketing,42938,3745.65,2020-06-15,12,5,1
983,Imran Mehta,Female,37,102,HR,49405,5780.52,2017-06-07,11,4,1
984,Rakesh Rao,Female,41,101,IT,172801,17007.17,2017-01-01,9,2,0
985,Sneha Sharma,Female,56,104,Sales,134437,10311.29,2022-12-29,27,3,0
986,Nisha Nair,Female,57,107,Admin,34186,2233.64,2017-07-09,4,2,0
987,Deepak Kapoor,Male,44,103,Finance,114085,12829.19,2025-11-21,17,1,1
988,Deepak Patel,Male,34,104,Sales,74177,4292.81,2014-08-31,10,5,0
989,Manish Sharma,Male,35,107,Admin,55396,9130.95,2025-07-25,12,1,1
990,Arjun Khan,Male,23,102,HR,32359,4089.28,2022-05-18,2,1,0
991,Pooja Singh,Male,55,101,IT,169957,12573.33,2022-10-31,23,5,0
992,Aditya Joshi,Female,33,103,Finance,111463,18447.41,2025-08-07,7,5,0
993,Anjali Iyer,Male,45,107,Admin,75203,7831.7,2020-12-04,21,2,0
994,Nisha Kapoor,Female,34,105,Marketing,58713,6968.21,2021-06-18,7,4,1
995,Aditya Rao,Female,51,105,Marketing,45180,8068.01,2015-03-30,0,1,1
996,Arjun Nair,Female,45,106,Operations,73220,4496.8,2022-06-26,6,4,1
997,Nisha Mehta,Female,23,101,IT,89590,4672.26,2018-01-14,0,4,0
998,Swati Kapoor,Female,58,106,Operations,107878,11826.76,2015-08-01,9,2,1
999,Arjun Sharma,Female,48,107,Admin,73031,11526.53,2020-06-08,2,3,0
1000,Amit Mehta,Female,33,102,HR,59359,9339.27,2019-04-25,8,4,0
1001,Rahul Gupta,Male,59,103,Finance,121928,11961.95,2017-05-22,23,5,1
1002,Imran Rao,Female,44,104,Sales,59350,8328.16,2016-01-23,11,4,0
1003,Meera Gupta,Female,49,107,Admin,63184,8279.1,2021-10-13,29,2,0
1004,Simran Patel,Male,46,101,IT,157930,13930.62,2014-03-19,3,5,0
1005,Swati Kapoor,Female,52,101,IT,92662,15055.16,2021-12-30,25,2,0
1006,Neha Bose,Male,33,106,Operations,63920,10442.62,2019-07-19,11,3,1
1007,Vivek Iyer,Male,22,101,IT,54076,6126.14,2016-10-15,1,4,1
1008,Varun Reddy,Male,59,103,Finance,109140,16574.83,2015-01-23,37,4,0
1009,Manish Das,Female,22,103,Finance,110299,21218.04,2021-12-29,2,5,1
1010,Arjun Reddy,Male,52,107,Admin,35437,3790.97,2024-04-26,15,1,1
1011,Neha Chopra,Male,41,103,Finance,152279,21168.97,2016-12-31,3,1,0
1012,Kavya Bose,Male,53,102,HR,48005,7427.93,2016-10-04,3,3,1
1013,Anjali Bose,Female,31,101,IT,88048,7691.56,2025-01-10,3,4,1
1014,Swati Rao,Female,23,103,Finance,104573,7807.94,2016-05-25,3,1,0
1015,Swati Mehta,Female,52,103,Finance,116357,6403.19,2024-09-29,6,4,1
1016,Rakesh Khan,Male,25,101,IT,84442,4527.48,2016-11-01,1,2,0
1017,Simran Rao,Male,49,106,Operations,53758,3622.08,2023-05-23,5,5,0
1018,Neha Singh,Male,40,102,HR,75971,11387.04,2025-11-20,0,1,0
1019,Rahul Patel,Female,36,107,Admin,61374,6639.36,2017-12-27,6,1,0
1020,Karan Patel,Male,25,104,Sales,61591,10728.93,2019-03-06,3,3,1
1021,Priya Khan,Male,41,107,Admin,59479,7250.78,2016-12-23,19,2,1
1022,Nisha Rao,Male,59,105,Marketing,113619,17687.2,2016-01-10,4,5,0
1023,Nisha Sharma,Female,38,104,Sales,84758,10740.19,2024-08-29,10,3,1
1024,Deepak Patel,Female,42,101,IT,140626,26736.4,2020-02-20,2,3,1
1025,Aditya Kapoor,Female,41,102,HR,42534,3810.47,2020-05-14,21,4,1
1026,Varun Singh,Male,39,102,HR,74956,5697.58,2025-10-14,6,4,1
1027,Nisha Kapoor,Male,59,107,Admin,54575,8598.63,2024-12-25,15,4,1
1028,Rakesh Das,Male,37,105,Marketing,107179,20275.14,2019-11-02,2,2,1
1029,Rakesh Joshi,Female,33,103,Finance,142327,9666.38,2021-02-22,6,4,0
1030,Sneha Gupta,Male,23,107,Admin,38350,2147.24,2018-09-19,0,4,0
1031,Arjun Iyer,Female,60,106,Operations,73893,13978.91,2020-02-08,38,5,1
1032,Neha Patel,Male,56,105,Marketing,85236,11565.34,2016-03-01,1,2,1
1033,Manish Iyer,Male,36,107,Admin,41373,2088.31,2016-07-12,7,3,1
1034,Imran Reddy,Female,34,102,HR,85527,4571.76,2022-08-25,11,4,1
1035,Vivek Chopra,Female,54,103,Finance,125409,19503.41,2017-05-12,13,3,1
1036,Anjali Reddy,Male,34,103,Finance,95932,14675.09,2014-08-31,9,4,0
1037,Nisha Verma,Female,22,104,Sales,89934,5703.54,2023-08-20,2,4,1
1038,Sanjay Kapoor,Female,44,103,Finance,82091,14520.7,2018-07-06,19,5,1
1039,Sanjay Sharma,Male,26,106,Operations,51562,6082.52,2019-11-05,0,5,1
1040,Karan Khan,Female,32,102,HR,50420,4700.98,2018-01-25,9,1,1
1041,Imran Rao,Male,22,107,Admin,36652,2515.08,2026-02-05,1,2,1
1042,Rakesh Gupta,Male,30,105,Marketing,77661,9760.16,2025-05-10,8,1,0
1043,Pooja Patel,Male,24,104,Sales,71709,8478.99,2019-08-20,2,4,0
1044,Deepak Kapoor,Male,59,107,Admin,60197,7978.95,2022-12-24,33,4,1
1045,Kavya Bose,Female,59,105,Marketing,67955,4684.54,2025-04-30,10,5,0
1046,Vivek Verma,Female,40,101,IT,129219,10312.38,2025-01-18,0,3,0
1047,Vivek Khan,Male,49,107,Admin,55975,10359.6,2014-06-28,7,2,1
1048,Amit Chopra,Female,50,106,Operations,99499,9384.02,2016-05-23,7,2,0
1049,Sanjay Bose,Female,48,101,IT,128412,13210.05,2015-08-23,27,4,0
1050,Rahul Rao,Male,27,102,HR,76602,4107.47,2022-06-13,3,5,1
1051,Meera Bose,Female,60,103,Finance,66673,3695.24,2025-08-25,31,4,0
1052,Karan Reddy,Female,49,106,Operations,70733,7721.21,2020-04-22,19,4,0
1053,Priya Nair,Male,29,102,HR,67309,3371.17,2018-11-05,9,3,0
1054,Anjali Sharma,Female,51,107,Admin,35240,6258.24,2022-06-20,29,3,1
1055,Simran Das,Female,54,102,HR,74692,8595.63,2014-08-15,15,2,1
1056,Meera Nair,Female,46,101,IT,174793,20914.36,2019-09-13,7,2,0
1057,Sneha Gupta,Female,46,104,Sales,50633,9565.52,2021-02-28,15,1,0
1058,Imran Reddy,Female,30,104,Sales,88546,12242.68,2023-01-04,7,4,1
1059,Imran Kapoor,Female,36,105,Marketing,113378,7065.06,2016-05-18,12,1,0
1060,Karan Khan,Female,26,107,Admin,60881,5705.37,2017-02-11,1,1,1
1061,Varun Gupta,Male,23,102,HR,50300,8712.69,2014-02-15,0,5,0
1062,Anjali Reddy,Female,27,103,Finance,140666,19823.38,2024-06-28,2,1,1
1063,Anjali Iyer,Female,59,102,HR,48592,9366.38,2022-03-02,30,4,1
1064,Rahul Reddy,Female,36,107,Admin,45773,2541.3,2017-08-08,14,2,0
1065,Simran Iyer,Male,27,104,Sales,49626,7830.79,2019-06-27,5,5,1
1066,Imran Iyer,Female,34,104,Sales,60516,10660.99,2014-10-29,1,1,1
1067,Pooja Rao,Female,50,106,Operations,62419,12091.17,2021-03-07,23,4,0
1068,Arjun Rao,Female,47,101,IT,113818,22030.54,2025-03-25,16,5,0
1069,Swati Rao,Female,23,107,Admin,54446,6665.27,2016-06-19,2,1,0
1070,Vivek Patel,Female,53,103,Finance,129302,25164.93,2024-04-28,27,1,1
1071,Rakesh Bose,Male,39,103,Finance,137243,25865.29,2019-04-20,14,5,0
1072,Divya Joshi,Female,23,107,Admin,30280,5838.02,2019-02-04,1,1,1
1073,Neha Reddy,Male,48,101,IT,175650,21867.61,2015-04-09,16,3,0
1074,Rakesh Nair,Male,36,104,Sales,63230,9296.48,2021-06-30,13,1,1
1075,Arjun Iyer,Male,37,102,HR,49157,3177.54,2022-03-24,6,2,1
1076,Rahul Verma,Male,30,107,Admin,41729,2846.58,2021-09-10,1,4,1
1077,Kavya Iyer,Female,60,103,Finance,106695,16942.88,2019-09-26,12,5,0
1078,Rohit Rao,Male,42,102,HR,83426,8428.29,2014-10-16,20,3,1
1079,Imran Iyer,Female,34,102,HR,70702,7642.27,2024-05-22,3,4,1
1080,Vivek Sharma,Male,49,102,HR,67417,12087.94,2021-03-10,23,1,0
1081,Karan Iyer,Male,58,102,HR,62397,6040.57,2019-08-22,2,3,1
1082,Rahul Sharma,Male,24,103,Finance,151213,29678.49,2015-10-16,2,4,1
1083,Rohit Chopra,Female,40,104,Sales,82959,8659.25,2016-05-14,16,5,0
